Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,data_record_technique,time_span,resolution,time_span_per_day,population_type,attributes_available,Citation,
204,bonobo_grooming_weighted,torfs_bonobo07.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
205,bonobo_grooming_weighted,torfs_bonobo08.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
206,bonobo_grooming_weighted,torfs_bonobo09.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
207,bonobo_grooming_weighted,torfs_bonobo10.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
208,bonobo_grooming_weighted,torfs_bonobo11.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
209,bonobo_grooming_weighted,torfs_bonobo12.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
210,bonobo_grooming_weighted,torfs_bonobo13.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
211,bonobo_grooming_weighted,torfs_bonobo14.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
212,bonobo_grooming_weighted,torfs_bonobo15.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
213,bonobo_grooming_weighted,torfs_bonobo16.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
214,bonobo_grooming_weighted,torfs_bonobo17.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
215,bonobo_grooming_weighted,torfs_bonobo18.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
216,bonobo_grooming_weighted,torfs_bonobo19.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
217,bonobo_grooming_weighted,torfs_bonobo20.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
218,bonobo_grooming_weighted,torfs_bonobo21.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
219,bonobo_grooming_weighted,torfs_bonobo22.graphml,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",Scan_sampling,11 years,NA,10 minutes,captive,"Sex, Age, Rearing status","Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361",
220,gartersnake_proximity_weighted,skinner_gartersnake01.graphml,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",mark-capture-recapture,12 years,NA,NA,free-ranging,"Sex, Weight, Snout-Vent length","Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095",
221,gartersnake_proximity_weighted,skinner_gartersnake02.graphml,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",mark-capture-recapture,12 years,NA,NA,free-ranging,"Sex, Weight, Snout-Vent length","Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095",
