Network_ID,Network_Identifier,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_959.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,19,0.528,7,4.222,1.75,0.414,0.586,0.222,0.147,0.662,0.053,0.049,0.925,0.522,-0.467,0.067,0.09,0.270833333,0.159,0.158,0.464285714,0.588,0.101,0.52,0.058,0.532,0.109,0.526343492,3,3,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_960.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,19,0.528,8,4.222,2.2,0.521,1.221,0.222,0.183,0.824,0.053,0.059,1.113,0.591,-0.648,0.067,0.114,0.279761905,0.159,0.19,0.535714286,0.813,0.134,0.542,0.037,0.616,0.06,0.421074793,3,3,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_961.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,26,0.722,8,5.778,1.474,0.255,-0.646,0.222,0.143,0.644,0.038,0.042,1.105,0.543,-0.38,0.04,0.039,0.114285714,0.159,0.226,0.666666667,0.79,0.109,0.739,0.036,0.497,0.072,0.538440829,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_962.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,29,0.806,8,6.444,1.423,0.221,0.164,0.222,0.136,0.613,0.034,0.038,1.118,0.427,-0.413,0.028,0.03,0.060714286,0.105,0.125,0.392857143,0.881,0.144,0.826,0.014,0.428,0.033,0.586247327,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_963.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,24,0.667,8,5.333,1.764,0.331,0.664,0.222,0.147,0.662,0.042,0.044,1.048,0.518,-0.439,0.048,0.064,0.157738095,0.157,0.153,0.492857143,0.834,0.116,0.712,0.042,0.667,0.063,0.375023439,3,3,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_964.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,22,0.611,8,4.889,2.233,0.457,0.894,0.222,0.153,0.689,0.045,0.049,1.089,0.472,-0.681,0.056,0.079,0.166666667,0.124,0.267,0.848214286,0.833,0.122,0.611,0.008,0.463,0.017,0.545442149,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_965.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,20,0.556,8,4.444,2.166,0.487,1.059,0.222,0.15,0.676,0.05,0.042,0.84,0.494,-0.638,0.063,0.099,0.244047619,0.153,0.234,0.625,0.81,0.153,0.567,0.02,0.42,0.048,0.600060006,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_966.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,20,0.556,8,4.444,2.166,0.487,1.059,0.222,0.151,0.68,0.05,0.042,0.84,0.531,-0.638,0.063,0.099,0.244047619,0.155,0.167,0.464285714,0.81,0.158,0.567,0.02,0.42,0.048,0.600060006,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_967.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,24,0.667,7,5.333,1.155,0.217,0.279,0.222,0.117,0.527,0.042,0.034,0.81,0.44,-0.571,0.048,0.032,0.086309524,0.165,0.162,0.446428571,0.528,0.125,0.518,0.041,0.499,0.082,0.541700523,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_968.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,23,0.639,8,5.111,1.912,0.374,-0.091,0.222,0.12,0.541,0.043,0.05,1.163,0.392,-0.494,0.052,0.069,0.208333333,0.173,0.194,0.529761905,0.828,0.102,0.703,0.042,0.476,0.088,0.565229679,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_969.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,23,0.639,7,5.111,1.523,0.298,-0.817,0.222,0.09,0.405,0.043,0.041,0.953,0.448,-0.463,0.052,0.057,0.169642857,0.139,0.236,0.696428571,0.564,0.086,0.6,0.022,0.5,0.044,0.521750473,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_970.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,20,0.556,7,4.444,1.499,0.337,1.158,0.222,0.082,0.369,0.05,0.045,0.9,0.393,-0.367,0.063,0.075,0.202380952,0.162,0.135,0.376488095,0.593,0.124,0.532,0.095,0.495,0.192,0.600060006,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_971.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,24,0.667,8,5.333,2.055,0.385,0.346,0.222,0.161,0.725,0.042,0.047,1.119,0.486,-0.6,0.048,0.067,0.142857143,0.136,0.223,0.678571429,0.857,0.112,0.707,0.055,0.43,0.128,0.625039065,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_972.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,29,0.806,8,6.444,1.571,0.244,-0.348,0.222,0.108,0.486,0.034,0.033,0.971,0.419,-0.489,0.028,0.027,0.057142857,0.12,0.16,0.425595238,0.873,0.176,0.817,0,0,NA,1.00006897,1,9,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_973.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,23,0.639,7,5.111,1.37,0.268,0.085,0.222,0.126,0.568,0.043,0.04,0.93,0.394,-0.571,0.052,0.048,0.12797619,0.153,0.134,0.357142857,0.61,0.12,0.553,0.064,0.499,0.128,0.565229679,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_974.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,22,0.611,7,4.889,1.595,0.326,0.5,0.222,0.112,0.505,0.045,0.037,0.822,0.37,-0.669,0.056,0.061,0.15297619,0.113,0.133,0.375,0.575,0.138,0.495,0.041,0.496,0.083,0.545442149,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_975.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,27,0.75,8,6,1.491,0.249,0,0.222,0.108,0.486,0.037,0.034,0.919,0.405,-0.492,0.036,0.033,0.074744898,0.096,0.137,0.360119048,0.77,0.151,0.724,0.008,0.489,0.016,0.518518519,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_976.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,25,0.694,7,5.556,0.956,0.172,0.32,0.222,0.111,0.5,0.04,0.037,0.925,0.397,-0.476,0.044,0.028,0.077380952,0.113,0.169,0.535714286,0.597,0.117,0.585,0.057,0.497,0.115,0.559955204,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_977.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,21,0.583,7,4.667,1.7,0.364,0.762,0.222,0.153,0.689,0.048,0.046,0.958,0.498,-0.68,0.06,0.072,0.178571429,0.105,0.133,0.410714286,0.571,0.131,0.467,0.067,0.495,0.135,0.571387758,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_978.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,24,0.667,8,5.333,1.826,0.342,0.546,0.222,0.12,0.541,0.042,0.032,0.762,0.496,-0.581,0.048,0.052,0.125,0.087,0.105,0.303571429,0.733,0.194,0.63,0,0,NA,1.000062504,1,9,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_979.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,20,0.556,8,4.444,2.315,0.521,0.997,0.222,0.129,0.581,0.05,0.031,0.62,0.474,-0.733,0.063,0.094,0.226190476,0.113,0.139,0.375,0.82,0.313,0.548,0,0,NA,1.00010001,1,9,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
Network_980.graphml,cichlidfish_dominance_weighted,Actinopterygii,Astatotilapia,burtoni,Dominance,"aggressive behavioural displays including chasing, border conflicts, lateral display and courshop behaviours including leading and quivering",frequency,"University of Texas, USA",captive,video,7 days,NA,30 minutes,"Tag Color, Status, GSI, Condition, Courtship, Foraging, digging, weight, SL, Cortisol, Testosterone",TRUE,1,9,27,0.75,8,6,1.054,0.176,0,0.222,0.075,0.338,0.037,0.026,0.703,0.342,-0.273,0.036,0.021,0.073214286,0.132,0.118,0.297619048,0.709,0.202,0.707,0.024,0.431,0.056,0.592592593,2,4.5,2,"Maguire, S.M. et al. (2021) Social network dynamics predict hormone levels and behavior in a highly social cichlid fish, Hormones and Behavior, 132, p. 104994. doi:10.1016/j.yhbeh.2021.104994."
